,Unnamed: 0,Plane,VG,VD,Location,Criteria,Height,Width,inpPotPath,inpChargePath,cmpPotPath,cmpChargePath,tarPotPath,tarChargePath,Pot Mean,Pot STD,Charge Mean,Charge STD
18803,18803,XY,0.33125,0.8,8,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_8_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_8_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_8_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_8_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_8_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.8_8_charge_5.txt,-0.040146526674151,0.2204527430183065,13.89736432002288,2.788098783511696
26658,26658,XY,0.05,0.70625,19,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_19_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_19_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_19_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_19_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_19_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.70625_19_charge_6.txt,0.0698614779244629,0.2228561521526316,11.897968557096489,3.180274156225832
29449,29449,XY,0.2375,0.6125,2,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_2_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_2_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_2_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_2_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_2_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_2_charge_5.txt,0.0856302298499653,0.203187619274106,9.742704383155829,2.766845833810858
17573,17573,XY,0.05,0.2375,9,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_9_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_9_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_9_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_9_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_9_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.2375_9_charge_6.txt,0.0791821453426888,0.1972446797448614,13.928659460689971,3.330242693459945
22160,22160,XY,0.2375,0.2375,2,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_2_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_2_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_2_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_2_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_2_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.2375_2_charge_5.txt,0.1013804811098406,0.1723513481063415,10.598240127227086,2.924052086407232
17368,17368,XY,0.2375,0.51875,21,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_21_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_21_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_21_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_21_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_21_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_21_charge_5.txt,0.0657319416431046,0.2110735353293671,11.316058177001802,2.901811543093816
19836,19836,XY,0.6125,0.8,6,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.8_6_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.8_6_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.8_6_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.8_6_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.8_6_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.8_6_charge_4.txt,-0.2653642685377685,0.2079317635160393,16.189037529101153,2.053878514222941
18670,18670,XY,0.6125,0.05,3,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.05_3_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.05_3_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.05_3_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.05_3_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.05_3_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.6125_0.05_3_charge_5.txt,-0.1825171126126126,0.0380502381680954,14.687726398196112,1.5745434961101037
27745,27745,XY,0.2375,0.6125,7,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_7_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_7_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_7_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_7_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_7_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.6125_7_charge_5.txt,0.0465724617179487,0.224612468334104,12.832584126628133,3.0972388035224085
23133,23133,XY,0.70625,0.8,11,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_11_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_11_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_11_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_11_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_11_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_11_charge_6.txt,-0.3144886559251559,0.2166393955263139,17.57858653930407,2.0421641215251114
